Sentence,Tokens,Lemmas,POS,Chapter,Labels
— Этому виноват Грушницкий.,этому;виноват;грушницкий,это;виноватый;грушницкий,SPRO;A;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0
"— О, нет!",о;нет,о;нет,PR;PART,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0
"— И лицо ее стало так задумчиво, так грустно, что я дал себе слово в этот вечер непременно поцеловать ее руку.",и;лицо;ее;стало;так;задумчиво;так;грустно;что;я;дал;себе;слово;в;этот;вечер;непременно;поцеловать;ее;руку,и;лицо;ее;становиться;так;задумчиво;так;грустно;что;я;давать;себя;слово;в;этот;вечер;непременно;поцеловать;ее;рука,CONJ;S;APRO;V;ADVPRO;ADV;ADVPRO;ADV;CONJ;SPRO;V;SPRO;S;PR;APRO;S;ADV;V;APRO;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Стали разъезжаться.,стали;разъезжаться,становиться;разъезжаться,V;V,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0
"Сажая княжну в карету, я быстро прижал ее маленькую ручку к губам своим.",сажая;княжну;в;карету;я;быстро;прижал;ее;маленькую;ручку;к;губам;своим,сажать;княжна;в;карета;я;быстро;прижимать;она;маленький;ручка;к;губа;свой,V;S;PR;S;SPRO;ADV;V;SPRO;A;S;PR;S;APRO,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0;0;0;1;0
"Было темно, и никто не мог этого видеть.",было;темно;и;никто;не;мог;этого;видеть,быть;темно;и;никто;не;мочь;это;видеть,V;ADV;CONJ;SPRO;PART;V;SPRO;V,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0
Я возвратился в залу очень доволен собой.,я;возвратился;в;залу;очень;доволен;собой,я;возвращаться;в;зала;очень;довольный;себя,SPRO;V;PR;S;ADV;A;SPRO,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0
"За большим столом ужинала молодежь, и между ними Грушницкий.",за;большим;столом;ужинала;молодежь;и;между;ними;грушницкий,за;большой;стол;ужинать;молодежь;и;между;они;грушницкий,PR;A;S;V;S;CONJ;PR;SPRO;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0
"Когда я взошел, все замолчали: видно, говорили обо мне.",когда;я;взошел;все;замолчали;видно;говорили;обо;мне,когда;я;восходить;все;замалчивать;видно;говорить;обо;я,CONJ;SPRO;V;SPRO;V;ADV;V;PR;SPRO,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0
"Многие с прошедшего бала на меня дуются, особенно драгунский капитан, а теперь, кажется, решительно составляется против меня враждебная шайка под командой Грушницкого.",многие;с;прошедшего;бала;на;меня;дуются;особенно;драгунский;капитан;а;теперь;кажется;решительно;составляется;против;меня;враждебная;шайка;под;командой;грушницкого,многие;с;прошедший;бал;на;я;дуться;особенно;драгунский;капитан;а;теперь;казаться;решительно;составляться;против;я;враждебный;шайка;под;команда;грушницкий,SPRO;PR;A;S;PR;SPRO;V;ADV;A;S;CONJ;ADV;V;ADV;V;PR;SPRO;A;S;PR;S;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
У него такой гордый и храбрый вид... Очень рад.,у;него;такой;гордый;и;храбрый;вид;... ;очень;рад,у;он;такой;гордый;и;храбрый;вид;... ;очень;рад,PR;SPRO;APRO;A;CONJ;A;S;;ADV;A,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0;0
"Я люблю врагов, хотя не по-христиански.",я;люблю;врагов;хотя;не;по-христиански,я;любить;враг;хотя;не;по-христиански,SPRO;V;S;CONJ;PART;ADV,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;1;0;0;0
"Они меня забавляют, волнуют мне кровь.",они;меня;забавляют;волнуют;мне;кровь,они;я;забавлять;волновать;я;кровь,SPRO;SPRO;V;V;SPRO;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0
"Быть всегда настороже, ловить каждый взгляд, значение каждого слова, угадывать намерения, разрушать заговоры, притворяться обманутым, и вдруг одним толчком опрокинуть всё огромное и многотрудное здание их хитростей и замыслов, — вот что я называю жизнью!","быть;всегда;настороже;ловить;каждый;взгляд;значение;каждого;слова;угадывать;намерения;разрушать;заговоры;притворяться;обманутым;и;вдруг;одним;толчком;опрокинуть;всё;огромное;и;многотрудное;здание;их;хитростей;и;замыслов;, — ;вот;что;я;называю;жизнью","быть;всегда;настороже;ловить;каждый;взгляд;значение;каждый;слово;угадывать;намерение;разрушать;заговор;притворяться;обманывать;и;вдруг;один;толчок;опрокидывать;все;огромный;и;многотрудный;здание;их;хитрость;и;замысел;, — ;вот;что;я;называть;жизнь",V;ADVPRO;ADV;V;APRO;S;S;APRO;S;V;S;V;S;V;V;CONJ;ADV;APRO;S;V;ADV;A;CONJ;A;S;APRO;S;CONJ;S;;PART;CONJ;SPRO;V;S,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
