Sentence,Tokens,Lemmas,POS,Chapter
"Мой разговор с вашей матушкой принудил меня объясниться с вами так откровенно и так грубо; я надеюсь, что она в заблуждении: вам легко ее разуверить Вы видите, я играю в ваших глазах самую жалкую и гадкую роль, и даже в этом признаюсь; вот всё, что я могу для вас сделать.",Мой;разговор;с;вашей;матушкой;принудил;меня;объясниться;с;вами;так;откровенно;и;так;грубо;я;надеюсь;что;она;в;заблуждении;вам;легко;ее;разуверить;Вы;видите;я;играю;в;ваших;глазах;самую;жалкую;и;гадкую;роль;и;даже;в;этом;признаюсь;вот;всё;что;я;могу;для;вас;сделать,мой;разговор;с;ваш;матушка;принудить;я;объясниться;с;вы;так;откровенно;и;так;грубо;я;надеяться;что;она;в;заблуждение;вы;легкий;она;разуверить;вы;видеть;я;играть;в;ваш;глаз;самый;жалкий;и;гадкий;роль;и;даже;в;это;признаваться;вот;все;что;я;мочь;для;вы;делать,DET;NOUN;ADP;DET;NOUN;VERB;PRON;VERB;ADP;PRON;ADV;ADV;CCONJ;ADV;ADV;PRON;VERB;SCONJ;PRON;ADP;NOUN;PRON;ADJ;PRON;VERB;PRON;VERB;PRON;VERB;ADP;DET;NOUN;ADJ;ADJ;CCONJ;ADJ;NOUN;CCONJ;PART;ADP;PRON;VERB;PART;PRON;PRON;PRON;VERB;ADP;PRON;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Какое бы вы дурное мнение обо мне ни имели — я ему покоряюсь... Видите ли, я перед вами низок... Не правда ли, если даже вы меня и любили, то с этой минуты презираете?..",Какое;бы;вы;дурное;мнение;обо;мне;ни;имели;я;ему;покоряюсь;Видите;ли;я;перед;вами;низок;Не;правда;ли;если;даже;вы;меня;и;любили;то;с;этой;минуты;презираете,какой;бы;вы;дурной;мнение;обо;я;ни;иметь;я;он;покоряться;видеть;ли;я;перед;вы;низкий;не;правда;ли;если;даже;вы;я;и;любить;то;с;этот;минута;презирать,DET;AUX;PRON;ADJ;NOUN;ADP;PRON;PART;VERB;PRON;PRON;VERB;VERB;PART;PRON;ADP;PRON;ADJ;PART;ADV;PART;SCONJ;PART;PRON;PRON;PART;VERB;SCONJ;ADP;DET;NOUN;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Она обернулась ко мне бледная, как мрамор, только глаза ее чудесно сверкали.",Она;обернулась;ко;мне;бледная;как;мрамор;только;глаза;ее;чудесно;сверкали,она;обернуться;к;я;бледный;как;мрамор;только;глаз;ее;чудесный;сверкать,PRON;VERB;ADP;PRON;ADJ;SCONJ;NOUN;PART;NOUN;DET;ADV;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— Я вас ненавижу... — сказала она.,Я;вас;ненавижу;сказала;она,я;вы;ненавидеть;сказать;она,PRON;PRON;VERB;VERB;PRON,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Я поблагодарил, поклонился почтительно и вышел.",Я;поблагодарил;поклонился;почтительно;и;вышел,я;благодарить;поклониться;почтительно;и;выйти,PRON;VERB;VERB;ADV;CCONJ;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
Через час курьерская тройка мчала меня из Кисловодска.,Через;час;курьерская;тройка;мчала;меня;из;Кисловодска,через;час;курьерский;тройка;мчать;я;из;Кисловодск,ADP;NOUN;ADJ;NOUN;VERB;PRON;ADP;PROPN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"За несколько верст от Есентуков я узнал близ дороги труп моего лихого коня; седло было снято — вероятно, проезжим казаком, — и вместо седла на спине его сидели два ворона.",За;несколько;верст;от;Есентуков;я;узнал;близ;дороги;труп;моего;лихого;коня;седло;было;снято;вероятно;проезжим;казаком;и;вместо;седла;на;спине;его;сидели;два;ворона,за;несколько;верста;от;Есентуков;я;узнать;близ;дорога;труп;мой;лихой;конь;седло;быть;снять;вероятно;проезжить;казак;и;вместо;седло;на;спина;его;сидеть;два;ворона,ADP;NUM;NOUN;ADP;PROPN;PRON;VERB;ADP;NOUN;NOUN;DET;ADJ;NOUN;NOUN;AUX;VERB;ADV;VERB;NOUN;CCONJ;ADP;NOUN;ADP;NOUN;DET;VERB;NUM;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
— Я вздохнул и отвернулся!..,Я;вздохнул;и;отвернулся,я;вздохнуть;и;отвернуться,PRON;VERB;CCONJ;VERB,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"И теперь, здесь, в этой скучной крепости, я часто, пробегая мыслию прошедшее, спрашиваю себя, отчего я не хотел ступить на этот путь, открытый мне судьбою, где меня ожидали тихие радости и спокойствие душевное... Нет!",И;теперь;здесь;в;этой;скучной;крепости;я;часто;пробегая;мыслию;прошедшее;спрашиваю;себя;отчего;я;не;хотел;ступить;на;этот;путь;открытый;мне;судьбою;где;меня;ожидали;тихие;радости;и;спокойствие;душевное;Нет,и;теперь;здесь;в;этот;скучный;крепость;я;часто;пробегать;мыслия;пройти;спрашивать;себя;отчего;я;не;хотеть;ступить;на;этот;путь;открыть;я;судьба;где;я;ожидать;тихий;радость;и;спокойствие;душевный;нет,CCONJ;ADV;ADV;ADP;DET;ADJ;NOUN;PRON;ADV;VERB;NOUN;VERB;VERB;PRON;ADV;PRON;PART;VERB;VERB;ADP;DET;NOUN;VERB;PRON;NOUN;ADV;PRON;VERB;ADJ;NOUN;CCONJ;NOUN;ADJ;PART,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
я бы не ужился с этой долею!,я;бы;не;ужился;с;этой;долею,я;бы;не;ужиться;с;этот;доля,PRON;AUX;PART;VERB;ADP;DET;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
"Я, как матрос, рожденный и выросший на палубе разбойничьего брига; его душа сжилась с бурями и битвами, и, выброшенный на берег, он скучает и томится, как ни мани его тенистая роща, как ни свети ему мирное солнце; он ходит себе целый день по прибрежному песку, прислушивается к однообразному ропоту набегающих волн и всматривается в туманную даль: не мелькнет ли там на бледной черте, отделяющей синюю пучину от серых тучек, желанный парус, сначала подобный крылу морской чайки, но мало-помалу отделяющийся от пены валунов и ровным бегом приближающийся к пустынной пристани...",Я;как;матрос;рожденный;и;выросший;на;палубе;разбойничьего;брига;его;душа;сжилась;с;бурями;и;битвами;и;выброшенный;на;берег;он;скучает;и;томится;как;ни;мани;его;тенистая;роща;как;ни;свети;ему;мирное;солнце;он;ходит;себе;целый;день;по;прибрежному;песку;прислушивается;к;однообразному;ропоту;набегающих;волн;и;всматривается;в;туманную;даль;не;мелькнет;ли;там;на;бледной;черте;отделяющей;синюю;пучину;от;серых;тучек;желанный;парус;сначала;подобный;крылу;морской;чайки;но;мало-помалу;отделяющийся;от;пены;валунов;и;ровным;бегом;приближающийся;к;пустынной;пристани,я;как;матрос;рождать;и;вырасти;на;палуба;разбойничий;бриго;его;душа;сжиться;с;буря;и;битва;и;выбросить;на;берег;он;скучать;и;томиться;как;ни;маня;его;тенистый;роща;как;ни;свети;он;мирный;солнце;он;ходить;себя;целый;день;по;прибрежный;песок;прислушиваться;к;однообразный;ропот;набегать;волна;и;всматриваться;в;туманный;даль;не;мелькнуть;ли;там;на;бледный;черта;отделять;синий;пучина;от;серый;тучка;желать;парус;сначала;подобный;крыло;морской;чайка;но;мало-помалу;отделяться;от;пена;валун;и;ровный;бегом;приближаться;к;пустынный;пристань,PRON;SCONJ;NOUN;VERB;CCONJ;VERB;ADP;NOUN;ADJ;NOUN;DET;NOUN;VERB;ADP;NOUN;CCONJ;NOUN;CCONJ;VERB;ADP;NOUN;PRON;VERB;CCONJ;VERB;SCONJ;CCONJ;NOUN;DET;ADJ;NOUN;ADV;CCONJ;VERB;PRON;ADJ;NOUN;PRON;VERB;PRON;ADJ;NOUN;ADP;ADJ;NOUN;VERB;ADP;ADJ;NOUN;VERB;NOUN;CCONJ;VERB;ADP;ADJ;NOUN;PART;VERB;PART;ADV;ADP;ADJ;NOUN;VERB;ADJ;NOUN;ADP;ADJ;NOUN;VERB;NOUN;ADV;ADJ;NOUN;ADJ;NOUN;CCONJ;ADV;VERB;ADP;NOUN;NOUN;CCONJ;ADJ;ADV;VERB;ADP;ADJ;NOUN,Герой нашего времени. Часть 2. Окончание журнала Печорина. Княжна Мери - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-06.html
